sweep_id,timestamp_utc,status,failure_reason,prompt_id,prompt_idx,context_bucket,prompt_len_tokens,mode,benchmark_label,spec_k,sparsity_budget,quant_bits_requested,quant_bits_effective,recent_window,heavy_hitter_budget,sparse_refresh_interval,sparse_scoring,sparse_config_json,draft_cache_mode_resolved,quant_notes,trial_index,warmup,latency_e2e_s,latency_per_new_token_s,acceptance_rate,tokens_per_sec,logical_draft_kv_bytes,logical_verifier_kv_bytes,gpu_torch_name,modal_resource_tag,model_name,max_new_tokens,verify_match,device_type,experiment_schema_version,is_parallel_verification,quantization_type,sparse_integration_version,gpu_peak_memory_bytes_before_run,gpu_peak_memory_bytes_after_run,model_weights_gb,kv_cache_size_gb,effective_memory_bandwidth_gb_s,memory_throughput_gb_s,draft_latency_total_s,verify_latency_total_s
bench_full_modal_v4,2026-04-08T17:40:18.820832+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18660878799994407,0.005831524624998252,,171.4817417924047,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.96909918305886,42.96909918305886,,
bench_full_modal_v4,2026-04-08T17:40:21.556594+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18727111900001603,0.005852222468750501,,170.87525386120677,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.81712825136328,42.81712825136328,,
bench_full_modal_v4,2026-04-08T17:40:24.313929+00:00,ok,,mt-008,7,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.186359209999992,0.00582372531249975,,171.71139542822365,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,43.0266447255295,43.0266447255295,,
bench_full_modal_v4,2026-04-08T17:40:27.309520+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.19091249800005983,0.00596601556250187,,167.61605623111154,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,41.988095635297206,41.988095635297206,,
bench_full_modal_v4,2026-04-08T17:40:30.064246+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18703676399999836,0.005844898874999949,,171.08935866747717,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,42.858163564036374,42.858163564036374,,
bench_full_modal_v4,2026-04-08T17:40:32.752858+00:00,ok,,mt-009,8,short,13,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.1892442360000075,0.0059138823750002345,,169.0936573624294,1622016,1622016,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276204544,0.248879616,0.001622016,42.35823713013738,42.35823713013738,,
bench_full_modal_v4,2026-04-08T17:40:35.383621+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1879328989999749,0.0058729030937492155,,170.2735400256039,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.66635359039011,42.66635359039011,,
bench_full_modal_v4,2026-04-08T17:40:38.505703+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18640775600002257,0.005825242375000705,,171.66667678782704,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,43.0154393361134,43.0154393361134,,
bench_full_modal_v4,2026-04-08T17:40:41.273346+00:00,ok,,mt-010,9,short,15,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18821539600000392,0.0058817311250001225,,170.01797238733505,1695744,1695744,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276478976,0.248879616,0.001695744,42.602314637426545,42.602314637426545,,
bench_full_modal_v4,2026-04-08T17:40:44.190477+00:00,ok,,mt-011,10,short,19,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18667306599999733,0.005833533312499917,,171.42269469126552,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277028864,0.248879616,0.0018432,42.97958073930234,42.97958073930234,,
bench_full_modal_v4,2026-04-08T17:40:47.075503+00:00,ok,,mt-011,10,short,19,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.1889803880000045,0.0059056371250001405,,169.3297401844642,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277028864,0.248879616,0.0018432,42.45482929159723,42.45482929159723,,
bench_full_modal_v4,2026-04-08T17:40:50.353479+00:00,ok,,mt-011,10,short,19,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18776610199999766,0.005867690687499927,,170.42479797551744,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,277028864,0.248879616,0.0018432,42.729385264652834,42.729385264652834,,
bench_full_modal_v4,2026-04-08T17:40:53.162927+00:00,ok,,mt-012,11,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18719491499999208,0.0058498410937497525,,170.94481439306915,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.85346353558984,42.85346353558984,,
bench_full_modal_v4,2026-04-08T17:40:56.552870+00:00,ok,,mt-012,11,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18750325100000964,0.005859476593750301,,170.66370758551997,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,42.782994007925694,42.782994007925694,,
bench_full_modal_v4,2026-04-08T17:40:59.880800+00:00,ok,,mt-012,11,short,18,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18258431400003872,0.00570575981250121,,175.26149590261744,1806336,1806336,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,276891136,0.248879616,0.001806336,43.93559494929175,43.93559494929175,,
bench_full_modal_v4,2026-04-08T17:41:03.969405+00:00,ok,,mt-013,12,short,44,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1882213939999815,0.005881918562499422,,170.01255447084375,2764800,2764800,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,280462848,0.248879616,0.0027648,42.78270998248367,42.78270998248367,,
bench_full_modal_v4,2026-04-08T17:41:07.059406+00:00,ok,,mt-013,12,short,44,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18347239099992407,0.005733512218747627,,174.41316279577586,2764800,2764800,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,280462848,0.248879616,0.0027648,43.89009849445594,43.89009849445594,,
bench_full_modal_v4,2026-04-08T17:41:09.793414+00:00,ok,,mt-013,12,short,44,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18961901900004818,0.005925594343751506,,168.75944284888357,2764800,2764800,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,280462848,0.248879616,0.0027648,42.46737144019268,42.46737144019268,,
bench_full_modal_v4,2026-04-08T17:41:12.509425+00:00,ok,,mt-014,13,short,33,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1877425880000203,0.0058669558750006345,,170.44614299232168,2359296,2359296,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279173632,0.248879616,0.002359296,42.82270351998732,42.82270351998732,,
bench_full_modal_v4,2026-04-08T17:41:15.947894+00:00,ok,,mt-014,13,short,33,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18446152100008817,0.005764422531252755,,173.4779146702618,2359296,2359296,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279173632,0.248879616,0.002359296,43.58440253778541,43.58440253778541,,
bench_full_modal_v4,2026-04-08T17:41:18.581369+00:00,ok,,mt-014,13,short,33,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18386961900006327,0.005745925593751977,,174.0363643217697,2359296,2359296,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279173632,0.248879616,0.002359296,43.72470682063704,43.72470682063704,,
bench_full_modal_v4,2026-04-08T17:41:21.826809+00:00,ok,,mt-015,14,short,38,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.1834967540000605,0.00573427356250189,,174.39000583078135,2543616,2543616,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279639040,0.248879616,0.002543616,43.84569889447389,43.84569889447389,,
bench_full_modal_v4,2026-04-08T17:41:25.025287+00:00,ok,,mt-015,14,short,38,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18650174199996172,0.005828179437498804,,171.58016679547458,2543616,2543616,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279639040,0.248879616,0.002543616,43.1392400828173,43.1392400828173,,
bench_full_modal_v4,2026-04-08T17:41:27.558792+00:00,ok,,mt-015,14,short,38,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18787080900006004,0.005870962781251876,,170.32981425012,2543616,2543616,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,279639040,0.248879616,0.002543616,42.82487240472483,42.82487240472483,,
bench_full_modal_v4,2026-04-08T17:41:30.749099+00:00,ok,,mt-long-01,15,medium,200,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18517800899994086,0.005786812781248152,,172.806696501474,8515584,8515584,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,301895680,0.248879616,0.008515584,44.4796142073362,44.4796142073362,,
bench_full_modal_v4,2026-04-08T17:41:33.447786+00:00,ok,,mt-long-01,15,medium,200,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18428557200005002,0.005758924125001563,,173.64354492163562,8515584,8515584,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,301895680,0.248879616,0.008515584,44.69501497381338,44.69501497381338,,
bench_full_modal_v4,2026-04-08T17:41:36.228156+00:00,ok,,mt-long-01,15,medium,200,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.1879826549999848,0.005874457968749525,,170.22847134488333,8515584,8515584,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,301895680,0.248879616,0.008515584,43.81599142751051,43.81599142751051,,
bench_full_modal_v4,2026-04-08T17:41:40.152881+00:00,ok,,mt-long-02,16,medium,214,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,0,false,0.18431188400003862,0.005759746375001207,,173.61875591263174,9031680,9031680,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,303818752,0.248879616,0.00903168,44.778238347334515,44.778238347334515,,
bench_full_modal_v4,2026-04-08T17:41:42.659064+00:00,ok,,mt-long-02,16,medium,214,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,1,false,0.18483335700000225,0.00577604240625007,,173.1289228274938,9031680,9031680,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,303818752,0.248879616,0.00903168,44.65190486152291,44.65190486152291,,
bench_full_modal_v4,2026-04-08T17:41:45.242579+00:00,ok,,mt-long-02,16,medium,214,autoregressive,ar,0,0.0,-1,-1,,,2,key_norm,,n/a,,2,false,0.18441686600002072,0.0057630270625006474,,173.51992089485137,9031680,9031680,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,false,none,,272092160,303818752,0.248879616,0.00903168,44.7527476798086,44.7527476798086,,
bench_full_modal_v4,2026-04-08T17:41:49.030563+00:00,ok,,mt-001,0,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,0,false,0.40997207499998467,0.012811627343749521,1.0,78.05409673329872,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,272092160,284659712,0.248879616,0.00202752,19.584329864418933,19.584329864418933,0.18447726700014755,0.1961631700000055
bench_full_modal_v4,2026-04-08T17:41:52.128560+00:00,ok,,mt-001,0,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,1,false,0.41696236999999314,0.013030074062499786,1.0,76.74553461503139,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,288714752,0.248879616,0.00202752,19.256002291046386,19.256002291046386,0.1876682690000564,0.20041447399998447
bench_full_modal_v4,2026-04-08T17:41:55.820693+00:00,ok,,mt-001,0,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,2,false,0.42964455099999554,0.01342639221874986,1.0,74.48017186653516,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,288714752,0.248879616,0.00202752,18.68760661182011,18.68760661182011,0.19303703200003497,0.2061812120000468
bench_full_modal_v4,2026-04-08T17:41:58.946459+00:00,ok,,mt-002,1,short,18,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,0,false,0.40690650299998765,0.012715828218749614,1.0,78.64214448300663,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,287290368,0.248879616,0.0018432,19.71737992105829,19.71737992105829,0.18406714500008547,0.19515023200000314
bench_full_modal_v4,2026-04-08T17:42:02.997595+00:00,ok,,mt-002,1,short,18,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,1,false,0.41604890600001454,0.013001528312500454,1.0,76.91403471686783,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275778560,286921728,0.248879616,0.0018432,19.284103374134865,19.284103374134865,0.18763466600003653,0.19975452200000632
bench_full_modal_v4,2026-04-08T17:42:07.288144+00:00,ok,,mt-002,1,short,18,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,2,false,0.41793061300001,0.013060331656250312,1.0,76.56773398410812,1843200,1843200,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275778560,286921728,0.248879616,0.0018432,19.197277879234484,19.197277879234484,0.1883366570000078,0.2000786380000079
bench_full_modal_v4,2026-04-08T17:42:10.367267+00:00,ok,,mt-003,2,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,0,false,0.41012712300002363,0.012816472593750738,1.0,78.02458848837988,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275778560,288346112,0.248879616,0.00202752,19.57692603519796,19.57692603519796,0.18445310600000653,0.19657392699980392
bench_full_modal_v4,2026-04-08T17:42:14.371217+00:00,ok,,mt-003,2,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,1,false,0.4110738779999963,0.012846058687499884,1.0,77.84488801791558,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,288714752,0.248879616,0.00202752,19.531837904815912,19.531837904815912,0.18528629999997293,0.19762056299992992
bench_full_modal_v4,2026-04-08T17:42:22.218472+00:00,ok,,mt-003,2,short,23,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,2,false,0.41953742499998725,0.013110544531249602,1.0,76.27448254467637,2027520,2027520,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,288714752,0.248879616,0.00202752,19.137811965166737,19.137811965166737,0.18926899499987826,0.20140334399997073
bench_full_modal_v4,2026-04-08T17:42:25.624271+00:00,ok,,mt-004,3,short,20,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,0,false,0.409013936000008,0.01278168550000025,1.0,78.23694300724114,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,276147200,287860224,0.248879616,0.001916928,19.621554919341044,19.621554919341044,0.18482895799994026,0.19637002900009293
bench_full_modal_v4,2026-04-08T17:42:28.728928+00:00,ok,,mt-004,3,short,20,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,1,false,0.4186991069999806,0.013084347093749393,1.0,76.42719906732805,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275926016,287639040,0.248879616,0.001916928,19.167677393685896,19.167677393685896,0.18856910100018354,0.20127753699998152
bench_full_modal_v4,2026-04-08T17:42:31.688046+00:00,ok,,mt-004,3,short,20,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,2,false,0.4106420059999891,0.01283256268749966,1.0,77.9267574491657,1916928,1916928,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275926016,287639040,0.248879616,0.001916928,19.543761453377016,19.543761453377016,0.18508900300005848,0.1969126660000029
bench_full_modal_v4,2026-04-08T17:42:34.971143+00:00,ok,,mt-005,4,short,21,speculative_fp16,spec_fp16,1,0.0,16,16,,,2,key_norm,,fp16,matrix_quant_bits_preserved_for_log_not_used_by_fp16_draft,0,false,0.41844879999999307,0.013076524999999783,1.0,76.47291616083146,1953792,1953792,NVIDIA A10G,A10G,gpt2,32,false,cuda,2,true,none,,275926016,287923712,0.248879616,0.001953792,19.18196218031963,19.18196218031963,0.18873912900002665,0.20062910000015677
